Mathematics,Kiswahili,English,Arabic,German,French,Chemistry,Physics,Biology,Home Science,Agriculture,Computer Studies,History,Geography,Religious Education,Life Skills,Business Studies,Music,Art and Design,Drawing and Design,Building Construction,Power and Mechanics,Metalwork,Aviation,Woodwork,Electronics,interests,skills,target_course_id
A,D-,A,D-,C-,A-,C-,C,C+,D,B+,E,B,B+,A-,D+,C+,C,C-,A,B,A,A-,B+,A,C,"Science, Programming, Analytical Skills, Management","Communication, Leadership, Problem Solving",4
C,E,C,A-,E,A,D,A,B-,B,B-,D+,C-,B,D,C-,C,D-,E,C+,C-,A,B,A,B-,E,"Science, Healthcare, Analytical Skills","Communication, Analytical Skills",4
A,C,D,E,C+,A-,C-,E,D,D+,C,B+,D+,D,B+,B,C-,D-,B+,A,A-,C,C-,C+,D+,A,"Analytical Skills, Sports","Communication, Leadership, Problem Solving",4
A,A-,D-,A,E,D+,A-,D,A-,B,A,C-,D-,D-,A-,D-,A-,E,C,A-,D,D,B-,A-,C-,C-,"Analytical Skills, Technology, Sports, Building things","Logical Thinking, Research, Creativity, Problem Solving, Leadership, Analytical Skills",4
A,B,C+,B,B,A,A,C-,A,C+,C,C,C+,B+,C-,B-,B+,C-,D-,C-,D-,D+,E,A-,D-,C-,"Music, Leadership","Teamwork, Creativity, Leadership, Analytical Skills, Communication",4
A,B,D-,C+,B+,B+,B-,C-,D-,C-,C-,D-,B-,A-,D,E,D+,B,E,B-,A-,B+,D+,A-,B,C-,"Communication, Healthcare, Debating, Sports","Research, Communication, Logical Thinking, Leadership",4
B-,B-,D,A,A,D,C,A-,C-,E,B-,A,B,A,E,D,B,E,E,B-,B+,D,B-,A-,A,B-,"Art, Building things, Analytical Skills, Management","Communication, Empathy, Analytical Skills",4
B+,C+,D,D,B+,B,B+,A-,B-,D+,E,A,C-,B-,D+,D-,A-,D+,B-,D,A,A-,B+,B-,C+,A-,"Music, Analytical Skills, Building things","Manual Dexterity, Leadership, Analytical Skills",4
D,D,C-,C-,C-,C-,B-,B,A-,A-,B-,C+,C,B-,C-,A-,E,C-,D+,C+,D-,C+,D+,D-,C+,A-,"Manual Dexterity, Music","Logical Thinking, Teamwork, Problem Solving, Leadership, Technical Skills, Communication",5
B+,D+,A-,D+,B-,C-,B+,A-,E,C,C+,C-,A-,A-,B-,B+,A,D,D-,A,B+,B,C-,B,C,D+,"Art, Science, Problem Solving","Manual Dexterity, Problem Solving",5
B-,A,B,B,B,A,D+,A-,D,B-,B-,A,D+,C,B-,D,E,A,D-,A-,B+,A,D,B,D,C+,"Healthcare, Problem Solving","Research, Manual Dexterity, Leadership, Technical Skills, Communication, Empathy",5
A-,B,D-,C,D+,C+,D+,D+,E,C-,C-,D-,D+,C+,E,E,B-,C-,B-,D,C-,B-,B-,B,B-,B-,"Manual Dexterity, Programming","Logical Thinking, Problem Solving, Manual Dexterity, Leadership, Technical Skills, Communication",5
A,D-,D-,D,C,C+,D+,B-,B-,C,A,B-,A,C,C+,A,C,E,C+,B,D+,D+,B+,D-,A,C,"Manual Dexterity, Debating, Sports","Manual Dexterity, Problem Solving",5
B+,B-,C+,B+,B-,A,A-,D,E,E,A-,A,B,B,B-,D-,C-,C-,E,B,B+,D,B-,A-,E,A-,"Debating, Problem Solving","Manual Dexterity, Teamwork, Technical Skills",5
B-,A,D-,A,D,A-,C+,B+,B,D-,D,D-,D+,A,E,B-,D-,E,B+,B-,B-,B,C,C,B-,B-,"Debating, Technical Skills, Building things","Teamwork, Creativity, Problem Solving, Technical Skills, Analytical Skills",5
A-,B+,A-,C,A-,D,C,A-,D,D,C,B-,B,D-,C,D,C+,D+,B,D-,C,B,D,A,A,A,"Art, Manual Dexterity, Science, Building things","Teamwork, Problem Solving, Manual Dexterity, Technical Skills, Empathy",5
D+,E,C+,B-,E,E,D-,A-,A-,E,B,A,D,C+,A-,B,B,A,D+,D+,D,C+,C+,E,D,A-,"Art, Debating, Technical Skills","Manual Dexterity, Creativity, Technical Skills",5
D+,B+,A,C,A,C+,E,D+,B-,D,D,C-,C+,D-,B-,C+,E,E,D,C+,D,D,C,B+,D+,D,"Art, Manual Dexterity","Manual Dexterity, Problem Solving",5
A,B-,C,C,A-,A-,D-,B+,D,D,B+,B-,D-,A,E,C-,B,D+,D-,D,A,B-,C,A,C-,C+,"Manual Dexterity, Debating","Teamwork, Research, Creativity, Problem Solving, Manual Dexterity",5
B+,D-,B+,E,D+,D+,B,B+,B,D,B,D,D-,D+,D+,C+,D+,C+,C-,D,E,B-,E,C+,B,A,"Healthcare, Programming, Technical Skills","Manual Dexterity, Empathy, Problem Solving, Analytical Skills",5
B+,D-,B-,C,B-,B+,B-,D,D,D+,A,C-,A-,A,D,C-,B-,D,C+,D-,A,B+,B+,B+,C,E,"Technical Skills, Debating, Technology","Creativity, Problem Solving, Technical Skills, Communication, Empathy",5
A-,A,C,D+,A,D-,C+,A,C,D,A-,B+,C+,B-,C-,C-,B-,A,C,D-,B-,E,A-,C+,D,C-,"Art, Technical Skills","Teamwork, Research, Problem Solving, Manual Dexterity, Technical Skills, Communication",5
A-,D,D+,D-,D,D,C+,A-,D-,B+,C-,D-,A-,B,C,A,C,D+,E,A-,B,C+,D,C-,D,B-,"Technology, Debating, Technical Skills","Manual Dexterity, Problem Solving, Analytical Skills",5
A-,C-,D-,C+,A,C-,B+,C-,C+,C+,B+,D+,D-,A,A,D+,A-,D-,D,B-,A,B,A,D-,B+,A-,"Manual Dexterity, Healthcare, Technology, Building things","Logical Thinking, Manual Dexterity, Technical Skills, Communication, Empathy",5
A-,B+,B,D,A,D+,D,D+,E,D+,B-,D-,A-,E,B,B-,A,D-,D,B-,C+,D+,B-,A-,B+,B-,"Management, Technology, Technical Skills, Building things","Technical Skills, Manual Dexterity, Creativity, Analytical Skills",5
B+,C,A-,B-,E,C+,E,D,A-,C-,E,D,A,D+,C,B,C+,D,D,B,A-,C-,B+,E,B,C+,"Art, Technology, Technical Skills, Management","Teamwork, Creativity, Problem Solving, Manual Dexterity, Technical Skills",5
C,B-,D,D,C+,D+,A,A,D,D-,D+,A,D,E,A,B+,C,D+,C-,D-,C+,D,D-,D,D,C-,"Art, Technical Skills, Healthcare, Sports","Logical Thinking, Creativity, Manual Dexterity, Technical Skills, Analytical Skills",5
B+,C+,C,A,B+,C-,E,A,C,C+,A-,A-,B,A-,A,A-,D+,C-,D,C+,D-,B+,D,D,D,B,"Music, Manual Dexterity, Programming","Teamwork, Problem Solving, Manual Dexterity, Technical Skills, Communication",5
C+,D-,C+,C+,D+,A-,B-,B,E,E,C-,D-,A,B+,D,B,C+,C,C,B-,E,B+,A-,E,C+,B+,"Healthcare, Problem Solving, Technology","Research, Creativity, Problem Solving, Manual Dexterity, Empathy",5
A,D+,C,A,B+,B+,C-,C,C+,B-,B,D+,C-,B,A-,E,D-,B,C-,B,D+,D,B,C-,B+,D+,"Technical Skills, Science, Music, Technology","Manual Dexterity, Creativity, Problem Solving, Technical Skills",5
D+,B-,E,B,D,B+,B+,B-,B-,A,B+,D-,A-,C,D,C+,B,C+,C+,B-,A-,B+,C+,D+,C+,A-,"Healthcare, Technical Skills","Research, Problem Solving, Manual Dexterity, Analytical Skills, Communication",5
A-,D,B-,D-,B,C+,C+,B,D,B,D+,A-,A-,C+,D-,B,D,C,B+,D+,A-,C+,D,D-,C-,C-,"Music, Debating, Problem Solving, Building things","Teamwork, Creativity, Problem Solving, Manual Dexterity, Technical Skills",5
B,D-,D-,B,E,C,B+,A-,C-,C-,D+,C-,D-,B+,A,C+,A,E,A-,B+,A,D+,D-,C-,B,A-,"Science, Problem Solving, Management","Research, Problem Solving, Manual Dexterity, Technical Skills, Empathy",5
C+,B-,D-,A-,D-,A-,B+,A-,C+,D,C-,B+,D,D,C+,A-,A,D,C+,E,D+,D,D-,E,A-,D+,"Technology, Problem Solving","Research, Communication, Manual Dexterity, Technical Skills",5
B,D,A,E,D+,A,B-,A,D-,C,B,B-,E,B+,E,C+,E,B-,B,D,A-,D,D+,C+,C+,D-,"Debating, Problem Solving, Sports","Logical Thinking, Teamwork, Problem Solving, Manual Dexterity, Technical Skills, Empathy",5
A-,B-,B+,D+,A-,C-,A,B+,C+,C,C-,B+,B-,E,A,C,D+,A,C+,D-,C,D-,D,A-,C,A,"Art, Problem Solving","Research, Manual Dexterity, Teamwork, Technical Skills",5
A-,B-,E,D-,C,D-,D-,C,C,C+,A-,C-,C-,C,C-,C,D,C+,D+,E,A-,D,D-,E,C+,B+,"Programming, Manual Dexterity, Debating","Technical Skills, Manual Dexterity, Teamwork, Analytical Skills",5
D+,C+,C-,D+,C-,C-,D+,C-,D-,B+,C+,B-,D+,D-,B,C,B+,A-,D+,D+,D,A,B,A-,D,D-,"Art, Manual Dexterity, Music, Healthcare","Manual Dexterity, Problem Solving, Leadership, Technical Skills",5
D+,E,A-,C,C,A,A-,B-,D-,A-,E,B-,B-,A-,A,C,B-,A-,D,A,C-,B-,C-,B,D-,C,"Art, Problem Solving, Management","Manual Dexterity, Problem Solving, Technical Skills",5
B+,A,C+,B-,B+,C+,D-,A,E,C+,D+,A-,D+,C+,B+,C+,D-,A-,C+,D+,B-,B,B+,B-,C,D-,"Manual Dexterity, Building things","Logical Thinking, Teamwork, Problem Solving, Manual Dexterity, Technical Skills",5
B+,B,B,A-,B+,C-,A,B+,C,D-,E,C,B+,C-,E,C-,E,C-,B,C,C-,C+,B-,D+,A-,D,"Programming, Technical Skills","Teamwork, Problem Solving, Manual Dexterity, Technical Skills, Empathy",5
B+,D,D+,B+,C-,E,A,C+,B-,E,B+,B,D+,B,D,B+,B-,A-,A-,D,E,D+,A,D+,D+,B,"Healthcare, Manual Dexterity, Music, Management","Manual Dexterity, Problem Solving, Analytical Skills",5
C-,D-,C-,E,A-,B+,D-,A-,A,D-,B,B-,C-,B,B,B-,A,B-,B-,A-,A-,E,B+,C+,D,E,"Music, Debating, Technical Skills","Manual Dexterity, Leadership, Technical Skills",5
A-,D+,C,B+,B+,A-,B+,B-,D-,C+,A-,A,A,D,A-,B+,E,D+,A,C+,C-,D-,A,C-,A,C,"Art, Manual Dexterity, Music, Sports","Logical Thinking, Research, Problem Solving, Manual Dexterity, Leadership",5
B,C+,D,B-,E,B+,C-,A,A-,A-,C-,B+,A-,A,C+,B,D+,B+,C+,D,B+,E,D,B-,A,B,"Art, Music, Problem Solving, Sports","Manual Dexterity, Problem Solving, Technical Skills",5
C+,B-,B,B,A,A,B,C,B+,A,B,A,B+,A-,B-,A-,C+,A,C-,B,A,B+,B-,B-,D+,E,"Problem Solving, Management","Technical Skills, Problem Solving, Analytical Skills",5
C-,B,B-,B-,A-,B,B-,B+,D,D,C,A,D-,E,A-,E,A-,B+,E,D+,B+,D+,A,C+,B,D,"Problem Solving, Building things","Manual Dexterity, Problem Solving, Teamwork",5
A-,C-,C+,B-,E,E,D,B+,C,D+,C-,C,E,D-,A-,E,D+,A,E,D-,E,B,A-,D-,C+,D-,"Manual Dexterity, Programming, Management","Communication, Manual Dexterity, Problem Solving",5
C-,C-,B+,B+,A,C+,B+,C-,D+,B,C-,B+,B-,D,C,A,B+,D-,C-,E,C,C,B-,B,D+,A,"Manual Dexterity, Healthcare, Sports, Management","Communication, Manual Dexterity, Logical Thinking, Technical Skills",5
A-,B,B-,A-,C,C,B+,D,C+,C+,D-,C,C+,B+,B,E,C+,A-,E,B,D+,A-,D+,E,E,A,"Problem Solving, Management","Manual Dexterity, Problem Solving, Technical Skills",5
A,D+,B,C+,B+,B,E,B+,C,E,D+,D,C+,B+,B+,C,C+,C+,D,A-,C+,D+,D,B-,A-,B-,"Manual Dexterity, Healthcare","Logical Thinking, Creativity, Manual Dexterity, Leadership, Technical Skills",5
B-,B+,D,D-,D,B-,B,B+,D,C,C-,D,B-,C,C,A,A,D+,C-,D+,A-,C+,E,B+,B,E,"Manual Dexterity, Music","Logical Thinking, Problem Solving, Technical Skills, Communication, Empathy",5
B-,C,B,A,C+,C-,D+,A-,B+,D+,C,E,B+,C,D+,D,A-,D,B+,C-,B,C-,E,C+,B+,C-,"Healthcare, Music, Problem Solving, Building things","Research, Problem Solving, Technical Skills, Communication, Empathy",5
B,A,C,E,C+,D+,D,A-,B,E,A-,A-,B,B+,B-,B,A,A-,D,E,B-,C,C,A,C,A-,"Art, Healthcare, Problem Solving","Technical Skills, Manual Dexterity, Creativity, Analytical Skills",5
B+,C,A-,D-,B,B,E,B-,B,C+,C+,A-,B-,B,B-,B+,B,C,C,B+,B-,B,E,B+,A-,C+,"Debating, Technical Skills","Teamwork, Creativity, Problem Solving, Manual Dexterity, Empathy",5
B-,B-,D-,C+,C+,D+,B+,D+,B+,C,A,B,C+,A-,B-,A-,E,B+,D-,B+,B-,B,E,E,D-,E,"Manual Dexterity, Technology","Communication, Manual Dexterity, Leadership, Technical Skills",5
A,A,B-,E,C+,A,D+,A-,C-,C+,A,D,C,C,B+,B+,D+,B-,D,C+,A,B+,A,C+,A,C+,"Music, Manual Dexterity, Science, Building things","Manual Dexterity, Problem Solving",5
A,C-,D+,E,D,B+,A-,B+,C-,A-,A-,D+,D-,E,A-,C-,A,B-,B,B+,D,D,D+,C+,D,B-,"Healthcare, Technical Skills, Debating, Sports","Manual Dexterity, Creativity, Technical Skills",5
A-,D+,C-,C+,D,D-,B,A,A-,C,A,D-,E,C,D-,D,A,C,B-,C-,B+,A-,D,D-,D,E,"Programming, Music, Debating, Problem Solving","Logical Thinking, Problem Solving, Technical Skills",5
B-,C,B,B,E,A-,D-,A,C-,C,A-,D-,A,C-,E,A-,D,D-,B+,B-,A-,C-,E,D+,B,A-,"Science, Problem Solving","Manual Dexterity, Problem Solving, Leadership, Technical Skills",5
A,C,A,D-,E,C,C-,B+,A,D,C-,A,C,C,E,D+,C,D-,E,B-,A,C,A,C,D,D,"Art, Problem Solving","Communication, Manual Dexterity, Problem Solving, Technical Skills",5
A-,D,C-,B,A,A,D,A-,C-,D+,A-,D+,D,B-,B+,D-,B+,B,D,B-,B,B+,B,B+,D+,A-,"Manual Dexterity, Sports","Teamwork, Creativity, Manual Dexterity, Leadership, Analytical Skills, Technical Skills",5
A-,D+,D+,A,C-,B,D,A,C+,A,B-,A-,E,D,C+,D+,D-,B-,C-,D+,C,B,A-,B-,E,A,"Debating, Problem Solving, Management","Empathy, Problem Solving, Technical Skills",5
A-,C-,D+,C,A,D,E,B+,C,B-,D+,E,D-,D,D,E,A-,D+,D+,C,C-,B-,C,C+,B,A-,"Art, Technical Skills, Science, Technology","Logical Thinking, Teamwork, Problem Solving, Manual Dexterity, Communication",5
A-,B,C+,C,B-,E,D,B+,C+,D+,B+,C-,C,A,E,B-,A-,C+,C+,B,D-,D+,C+,C-,E,A-,"Programming, Debating, Problem Solving, Building things","Research, Problem Solving, Manual Dexterity, Leadership, Analytical Skills, Technical Skills",5
A,D,C,A-,A,A,E,A,D,B+,E,D,C+,B-,B,D-,A-,C+,D,D,D-,D+,C-,C+,C-,B+,"Healthcare, Problem Solving","Manual Dexterity, Empathy, Problem Solving",5
A-,C-,D+,D-,A,B-,C+,B+,B-,E,B,E,D-,E,C,D+,D+,A,A,B+,C-,C,E,B+,E,E,"Problem Solving, Management","Teamwork, Problem Solving, Manual Dexterity, Technical Skills, Communication",5
D,D-,E,E,A,E,C-,B+,B+,A,C+,C,A-,D+,A-,D-,D-,C+,D+,B+,D+,A,C-,C-,D,D,"Problem Solving, Management","Creativity, Problem Solving, Manual Dexterity, Technical Skills, Communication",5
A-,C+,D-,C-,B-,D-,B,B-,C+,D-,C+,D+,D,E,D+,B-,D-,C,D-,A-,B,C-,B,C,A-,B,"Art, Manual Dexterity, Technology","Creativity, Manual Dexterity, Leadership, Technical Skills, Communication",5
B,D+,A,D,B,C-,D,A,A,D+,B-,C+,D+,C+,A-,C+,C-,C,D+,E,E,A,D+,C-,D-,A,"Art, Manual Dexterity","Manual Dexterity, Teamwork, Technical Skills",5
A-,D,C+,D+,E,C-,B+,B,A-,C,B-,B-,B-,D,C-,B+,D-,D-,D+,C,C-,E,D-,D,D-,C-,"Manual Dexterity, Healthcare, Building things","Creativity, Problem Solving, Manual Dexterity, Technical Skills, Analytical Skills",5
D+,A,E,D-,E,E,E,D+,C+,B+,D,B-,D+,C-,C+,D-,E,D-,B-,C+,D-,B,A-,E,C+,A,"Debating, Technical Skills, Management","Creativity, Problem Solving, Teamwork, Technical Skills",5
B+,B,C,B,A-,A-,A-,A,D-,B,C-,A-,A,A-,A-,D-,C,B+,D,C-,A,C,B,B,C+,D-,"Problem Solving, Building things","Logical Thinking, Teamwork, Problem Solving, Leadership, Technical Skills, Empathy",5
A-,C-,C,E,A-,D-,E,C,B+,C,E,A,A,E,B,D-,C-,D,D-,C+,C-,C+,E,B,D+,D,"Programming, Technical Skills","Manual Dexterity, Logical Thinking, Problem Solving",5
B+,A-,C,C-,C,B,D,A,E,D-,D,C,D,C,A,B+,D+,D-,D+,B-,A,B+,B-,D,B+,C,"Music, Technology, Technical Skills, Building things","Problem Solving, Leadership, Technical Skills",5
A-,D+,E,B+,D+,C-,C,C-,D-,D+,D,E,D,C,C,C,B,D+,D+,C,D,A,D+,E,C-,E,"Technical Skills, Music, Technology","Manual Dexterity, Creativity, Problem Solving, Teamwork",5
B+,C,B-,E,D-,B-,A-,A,A,B,E,D-,D-,C+,C+,A,D-,D,B,E,B,A-,A,E,B-,C,"Manual Dexterity, Debating, Technology","Research, Manual Dexterity, Problem Solving, Technical Skills",5
A-,D+,B+,C-,B+,C-,A,A-,C-,A,D-,C+,D+,D,B-,C+,A,A-,B+,B+,A,D+,A-,A,A,E,"Music, Technical Skills","Leadership, Problem Solving, Technical Skills",5
A,D+,A-,A,C,A,C-,A-,D+,C+,D+,A,B+,C+,D,B-,A,D+,D,D-,B,C+,D+,B,D,D-,"Technical Skills, Sports, Management","Communication, Manual Dexterity, Problem Solving",5
B+,C-,B,D-,A-,B+,B+,D+,C-,B,C,D,B+,B+,A,D,D-,C-,D-,B,A-,E,C,C+,B,D-,"Debating, Problem Solving, Sports, Building things","Problem Solving, Teamwork, Technical Skills",5
A-,C,B+,D,B+,D-,B,C+,B-,C,C,E,C,A,C+,B,D-,B-,B-,B,B+,D-,B,A-,C,D,"Manual Dexterity, Technology, Sports, Building things","Communication, Manual Dexterity, Empathy, Technical Skills",5
B-,E,D,B-,C-,A,B-,A-,C-,D+,D-,C-,D-,D-,D+,B-,D-,E,D,E,C-,B+,D+,C-,D+,B+,"Manual Dexterity, Programming","Research, Problem Solving, Leadership, Technical Skills, Analytical Skills, Communication",5
A,C,E,E,C,D+,B-,C,A,B,A,B,C+,A-,D+,A,D+,A,E,C+,A,B,A-,D+,A,E,"Music, Technical Skills","Creativity, Problem Solving, Leadership, Technical Skills, Communication, Empathy",5
B-,C,D-,E,A,A-,C,A-,A-,C+,A,D+,C,A,A,A-,A,C+,B-,B-,A-,A,B+,A,D,B+,"Science, Healthcare, Problem Solving","Manual Dexterity, Problem Solving",5
B-,D-,B,D+,B,C+,A,A,B+,D,D,B,B+,E,C,A,A,C-,B,E,B-,A-,C,C+,C-,B,"Technical Skills, Management","Communication, Manual Dexterity, Problem Solving, Technical Skills",5
A-,A-,B,B+,D+,D-,C,D,B+,E,B-,A,C,D+,C+,D+,E,B,B-,B+,C+,A,C-,B,C+,E,"Manual Dexterity, Debating","Manual Dexterity, Empathy, Problem Solving, Analytical Skills",5
A,D,B+,B,A,D,C+,B,D-,E,D+,E,A,E,A-,E,A,D+,D-,B+,A,D,B,D-,D,D,"Art, Science, Problem Solving","Creativity, Problem Solving, Technical Skills, Analytical Skills, Communication",5
A,C-,D-,E,B+,A-,A,C+,D+,C-,B-,B+,C,C+,A-,E,D-,D,A-,D,B-,A-,C-,D-,D-,C,"Art, Manual Dexterity, Technology, Sports","Research, Creativity, Problem Solving, Manual Dexterity, Leadership, Technical Skills",5
B+,D-,D+,D-,A,C,A-,A,C,C-,C+,B,D-,C-,C+,D+,C-,D-,E,A,B-,A-,A-,E,B+,C,"Art, Manual Dexterity","Teamwork, Creativity, Problem Solving, Manual Dexterity, Analytical Skills, Technical Skills",5
B-,C,B-,A-,A,B+,C,C+,C,E,B-,D+,B,A-,D+,B-,E,B+,B,C+,A,A,D-,B+,C-,B,"Healthcare, Manual Dexterity, Programming, Debating","Technical Skills, Manual Dexterity, Problem Solving, Analytical Skills",5
B,C-,E,D-,A,E,B-,A,D-,B-,C+,A,C-,D,E,C-,E,C+,C+,A-,E,A,D+,C-,C-,B,"Technical Skills, Science, Sports, Management","Logical Thinking, Problem Solving, Manual Dexterity, Leadership, Empathy",5
B,B,B+,C,E,B,B-,C+,B+,D+,D-,C,A,C,C,E,B,B-,A-,D-,B,A-,D,C+,B,A-,"Manual Dexterity, Healthcare","Manual Dexterity, Teamwork, Technical Skills",5
B-,A-,A-,B-,D-,D+,E,C,D-,B,B-,E,D-,A,D-,C-,C-,B+,B+,B-,D,A,B+,C+,A-,D-,"Manual Dexterity, Debating","Communication, Research, Manual Dexterity, Problem Solving",5
C+,A,B-,C,A-,E,A-,B+,E,D,C-,A-,C+,D-,D-,C,C-,D-,D+,B+,B-,C-,A-,E,D,D-,"Programming, Technical Skills","Teamwork, Research, Problem Solving, Leadership, Analytical Skills, Technical Skills",5
C-,A,B+,C,B-,A,C,B+,A-,E,B+,E,A,A-,D-,A-,C,B+,D-,B-,D,C,C,C+,A-,E,"Manual Dexterity, Music, Sports","Communication, Manual Dexterity, Technical Skills",5
A,D,E,E,C+,B+,B+,A-,D,C+,E,B,C+,E,D+,E,C-,A,C-,A-,C+,A-,C+,A,D+,C-,"Technology, Technical Skills, Building things","Research, Empathy, Problem Solving, Technical Skills",5
B-,C,C+,D-,B+,C,B,D,D-,C-,C-,C,A-,A-,D,C+,C,B+,A,E,D-,E,C,D-,A-,E,"Building things, Technical Skills, Management","Empathy, Problem Solving, Technical Skills",5
B,B,D+,C+,D,A-,C,A-,A,D-,D+,B-,C-,D+,C-,C,D,D-,A-,C-,B-,B+,D-,C+,C-,B,"Technical Skills, Management","Technical Skills, Manual Dexterity, Analytical Skills",5
B-,B,C+,A-,B,C,A-,A,B+,B-,E,C-,D-,D+,C+,D+,E,A-,D,B,B,A-,B,B+,D-,C-,"Technology, Problem Solving","Logical Thinking, Research, Manual Dexterity, Technical Skills, Analytical Skills, Communication",5
B+,B+,D,A,C,C,B+,B+,A,B-,D+,C,A-,C,B+,B-,D,D,A,B+,D+,B,C,D-,D,C+,"Manual Dexterity, Healthcare, Building things","Technical Skills, Manual Dexterity, Leadership, Analytical Skills",5
A-,D,E,D,D+,D+,D,B+,D,E,B,B-,D-,D+,E,C-,C,E,E,A-,C,C+,D-,C-,B,A,"Programming, Manual Dexterity, Healthcare, Sports","Logical Thinking, Problem Solving, Manual Dexterity, Leadership, Technical Skills, Empathy",5
A,D,D-,C-,C-,B,C-,A,C+,E,C-,B,C+,E,A-,A-,C,C+,B+,C-,C,A-,C-,C-,C,A,"Technical Skills, Technology, Sports, Building things","Manual Dexterity, Empathy, Problem Solving",5
A,C,D+,B,C-,C-,D+,B,C+,E,D+,E,A-,D+,C,B+,B-,D+,E,C-,C-,B+,C+,D,C-,B-,"Science, Technical Skills, Management","Research, Creativity, Problem Solving, Manual Dexterity, Leadership",5
A-,D,C-,D,A,C+,A-,C+,B+,D,A,B+,D+,B+,B-,D-,C,B-,B,C+,C,A-,E,C+,D,B,"Art, Problem Solving, Sports","Logical Thinking, Teamwork, Research, Problem Solving, Manual Dexterity, Analytical Skills",5
B+,D-,C-,C,D-,C+,D+,C+,B+,B+,B,A,C+,D-,C,B,B-,B+,C,B-,A,D-,B+,D,D-,A,"Art, Debating, Technical Skills, Building things","Teamwork, Research, Creativity, Problem Solving, Manual Dexterity",5
C+,C-,B,A-,D-,A-,C+,B+,D,D-,B,A,B-,D,A-,B+,D-,B+,C,B+,B-,D+,A-,E,A,B,"Art, Manual Dexterity, Music, Building things","Communication, Manual Dexterity, Creativity, Problem Solving",5
B+,B+,C+,B,C-,C-,D-,B,D+,C-,E,D+,C+,A,C+,B-,C,C+,B-,D+,B,D,D-,B,D,C+,"Technical Skills, Building things","Teamwork, Manual Dexterity, Leadership, Technical Skills, Empathy",5
B,B+,D+,B-,B+,B-,D+,A-,C,A,D-,B-,D+,D+,C,C,D+,D+,C-,B-,C,D-,D,D,D+,E,"Music, Problem Solving, Sports","Manual Dexterity, Empathy, Problem Solving",5
A-,C+,A,C-,C+,B,B-,B,B+,B+,D-,D-,A-,E,B+,D,B+,B-,C,C-,C+,D,C+,B+,D-,A,"Art, Manual Dexterity","Manual Dexterity, Logical Thinking, Problem Solving, Analytical Skills",5
B+,B-,D+,E,B-,D+,A,A,A,C+,E,C+,D,B,C-,C+,C,D+,C,D,A-,C+,C+,D+,E,B+,"Healthcare, Technical Skills","Creativity, Problem Solving, Leadership, Technical Skills, Communication",5
C-,B+,D-,E,C,A,E,C,D,B+,D+,B,C,B-,D,B-,D,C,D-,B,E,B-,C,C+,B-,D+,"Art, Healthcare, Problem Solving, Management","Logical Thinking, Creativity, Problem Solving, Technical Skills",5
A,A-,B-,A,C-,C-,A-,B,D+,C+,B+,C+,A-,D+,D-,E,D+,A-,D,C-,E,A-,B,C-,C-,D+,"Science, Manual Dexterity, Debating","Logical Thinking, Research, Creativity, Manual Dexterity, Technical Skills",5
A,A-,D+,C+,D-,D+,A-,B-,D-,B-,E,B+,C,D-,C-,A-,A,C,B-,A,C+,C-,D,A,D-,E,"Art, Science, Music, Problem Solving","Logical Thinking, Research, Manual Dexterity, Analytical Skills, Technical Skills, Empathy",5
B,D,A-,D-,B,E,D+,B+,B-,C+,D,C-,B,A-,E,B,E,C-,C-,C-,B+,B+,D,B+,A,B-,"Debating, Technical Skills","Manual Dexterity, Empathy, Technical Skills",5
C,D-,C-,D-,C,A-,D+,B+,A-,B+,B-,B,B-,B-,D-,B,C,D-,E,E,D+,B+,A,A,A-,E,"Art, Manual Dexterity, Music, Healthcare","Logical Thinking, Creativity, Problem Solving, Manual Dexterity, Communication, Empathy",5
A-,B+,A-,A-,D,C,D,A,C-,A-,B-,B,B+,D,D-,B-,B-,C-,A,B+,B,E,C-,D-,D-,C-,"Technology, Debating, Technical Skills","Research, Creativity, Manual Dexterity, Leadership, Technical Skills",5
B+,B+,D+,E,C,B,E,D+,D-,A-,A-,D,D,A,B,B-,B,B-,C,A-,A-,C,B+,B-,B-,D,"Programming, Problem Solving, Sports","Logical Thinking, Empathy, Problem Solving, Technical Skills",5
A,D+,A-,D,B-,D,C,D,C,A-,D-,D,A-,C+,D+,B-,D+,C-,D,E,A,A,B-,D+,C-,D-,"Manual Dexterity, Programming, Technology, Building things","Communication, Manual Dexterity, Empathy, Problem Solving",5
A,D+,B-,C+,B+,C,B+,A,B,D-,C-,A,B,D+,B+,C+,D,A-,B+,B-,C+,D+,D-,E,B+,B+,"Technical Skills, Programming, Technology, Building things","Manual Dexterity, Problem Solving, Leadership",5
B-,D+,B+,A-,D+,D,A-,A,C,B+,C,B-,B+,D+,C+,C,A,C+,B-,C-,D,C,C,D-,B-,C,"Manual Dexterity, Science, Sports","Logical Thinking, Research, Problem Solving, Manual Dexterity, Technical Skills",5
B-,C+,E,E,A,D,A,C-,A,D-,C-,E,C-,E,E,C,B,D,D,D+,E,B,C-,E,B-,C-,"Manual Dexterity, Healthcare, Technology","Communication, Manual Dexterity, Leadership, Technical Skills",5
A,C+,A,E,A,E,D+,C+,A-,E,A,B+,A-,D+,E,D,E,C-,A,A-,B+,C-,A,B-,C+,B,"Art, Music, Technical Skills, Building things","Logical Thinking, Research, Manual Dexterity, Leadership, Technical Skills, Empathy",5
